amount,sender_account_age,receiver_account_age
5.85,839,1618
2.78,1524,993
265.34,1706,1776
0.65,1572,488
72.62,987,596
2.44,1599,345
8.32,455,1719
3.62,1644,1485
8.96,597,3103
167.24,3390,2854
31.41,1096,809
26.08,3408,1958
65.41,1330,1021
3.11,3285,3048
220.19,2249,1561
74.04,2383,2356
21.51,2761,2842
3471.250645408784,15,1084
9.45,1774,3553
88.88,2662,3528
39.58,187,2870
1076.04,2498,811
58.18,2408,773
43.39,2959,590
5.21,1454,1405
75.43,1697,3060
35.9,2363,3306
13.73,540,2274
142.43,3479,1767
58.13,3146,1075
29.52,502,1615
94.24,3635,2155
52.19,1136,1183
21.25,3620,2504
10.15,3596,278
17.75,2887,1998
392.52,1960,1537
205.68,1445,2498
3.28,2234,3282
107.3,512,869
4.02,3414,3270
12.21,1726,2759
39.19,3019,1312
91.75,187,1719
46.51,75,2907
21.66,163,1559
77.98,1214,3056
6.51,3542,2407
28.66,2047,1449
3.4,2451,3
24.16,332,1877
9.47,264,1952
36.0,309,2094
73.75580689076453,3,3106
104.28,2144,2904
84.98,1073,1522
10.08,1675,1712
2.9,731,2076
9.96,1358,2526
52.14,2853,2114
2.6,3568,3425
129.47,632,1232
29.34,1175,788
95.08,768,1867
119.39,3120,2728
64.6,1111,324
34.44,789,2028
10.26,3290,2358
70.25,1321,2096
18.74,1562,3641
28.97,664,1673
52.96,1127,406
65.35,1807,603
35.87,2045,1498
9.1,2895,87
15.34,2251,591
39.56,2424,1178
3.27,15,3599
19.81,2611,1793
386.39,3462,1739
1.64,1638,2339
17.66,1549,1067
39.28,972,1470
78.68,843,916
15.47,648,3210
4.4,625,3051
1.18,466,2489
17.52,1896,3257
177.98,2661,3376
16.71,573,2165
4.43,584,2444
43.87,2699,1350
13.1,1812,2012
21.61,3075,610
27.2,1269,2634
12.59,1680,2669
3.15,2416,2494
105.77,3568,2155
24.11,861,3073
40.12,410,2847
408.25,3428,1169
3213.67,65,2581
13.22,1582,2851
35.34,3187,2089
49.81,2547,28
99.58,3547,299
11.66,2585,1763
3267.5111913727246,13,3046
10.84,2729,497
4.94,3200,1262
13.66,340,2295
86.2,2442,3570
83.07,1057,2825
1454.49,1560,1585
45.54,3168,1184
26.42,3376,1418
7.32,2638,393
201.15,2382,565
10.85,121,2780
64.89,3077,671
37.53,55,102
6.08,3430,2714
17.37,231,676
21.66,2412,2856
17.13,3574,1005
48.95,2477,1770
92.49,597,2120
27.83,3345,2468
58.05,2697,2470
4.84,2292,1897
66.24,8,2198
137.27,2065,2008
3.97,1133,1864
81.48,437,3536
248.5,1851,2575
27.71,962,2539
1.47,681,2004
49.9,1766,419
24.74,2494,2408
3.35,504,1532
42.73,797,120
4.96,655,1375
38.06,2976,1987
60.56,2391,1862
39.64,169,820
3.27,1197,1597
12.51,50,631
10.51,680,361
77.24,3111,1699
10.41,1207,1512
33.5951027211847,5,3185
43.31,2067,2617
27.89,1382,1335
119.42,3477,2578
207.12,2813,2496
134.17,2223,1283
17.38,944,819
14.2,2213,405
90.05,2012,762
3.3,74,948
774.84,1766,1349
42.83,2852,2463
45.26,1563,2119
101.61,3515,1081
146.32,340,2764
379.11,2942,885
11.11,2824,3554
44.45,2759,1601
1.84,3226,2365
10.67,1826,1517
7.89,1943,450
19.56,1720,2141
43.08,3432,1990
105.62,1252,2292
32.53,2467,690
1.06,261,3332
328.85,2722,3292
13.3,1500,3422
252.31,2023,857
3.84,3013,58
41.62,678,3240
30.91,862,1532
222.8,2675,1864
13.11,1767,781
135.31,2951,961
35.95,2786,2627
8.8,759,1686
14.46,2605,1672
48.0,3344,1152
7.04,3535,1576
19.5,2656,240
37.37,273,2131
104.42,524,442
2.27,1221,264
7.3,1441,1785
8.87,62,3439
1.64,2412,2383
19.24,303,1817
27.62,1001,3327
104.51,3258,643
39.82,1993,1576
33.44,873,1289
28.04,2408,1174
9.55,2672,1723
53.97,55,336
24.99,3425,2513
11.45,2260,2411
23.7,2294,2454
71.22,3422,453
328.56,2183,494
3.26,802,1963
42.22,3534,2151
19.68,2583,2738
10.61,3116,191
3.27,1905,2648
5.9,337,3394
36.25,700,3290
32.59,3582,3597
109.46,2594,800
142.74,942,3364
38.25,2491,2255
47.02,1401,3481
255.49,213,449
56.47,708,2563
38.04,2673,2593
52.23,559,3137
4.97,1941,3049
69.01,110,3286
79.63,523,3229
1334.16,950,1661
31.39,1198,2304
3.05,1052,506
57.07,1280,3052
2.36,1794,2600
16.83,2998,340
43.18,3273,3336
6.63,1195,2632
54.9,2118,780
4.16,458,3182
3.12,3432,2090
755.38,162,345
59.22,3527,2616
169.97,79,922
6.05,734,1753
171.51,1580,132
31.07,613,1334
38.06,1397,668
40.98,1141,1794
64.39,2314,1525
13.22,1044,2225
76.24,278,3053
5.3,449,3387
108.98,1752,3087
37.64,1985,3223
38.29,757,3482
45.82,1587,3314
22.4,3380,3226
19.36,2916,1339
5.33,1317,1958
60.21,2447,1985
10.64,2221,204
15.383703749618114,2,2061
136.38,913,396
74.9,2623,287
276.38,2938,1581
115.53,2209,274
45.12,1006,1299
59.32,391,461
43.96,3629,972
117.93,2978,1451
82.03,1522,724
24.75,1958,3181
5.02,3153,753
11.65,2580,578
45.64,904,529
43.38984950186396,25,1434
30.3,2085,2044
48.68,2853,2471
118.36,191,1649
48.38,1433,2044
7.75,97,3291
69.04,1353,2311
5.04,3004,3463
26.23,3251,739
1.8,2716,232
0.67,1009,3074
7.22,2639,138
522.44,2102,2512
16.27,2706,1767
31.27,3046,3487
14.47,2900,3420
22.0,2948,116
265.76,262,1717
89.57,2406,1890
50.0,327,2442
221.79,1374,36
17.96,2391,1978
322.73,2529,2802
12.09,1954,1847
1.88,1239,1326
22.14,663,2330
59.72,2787,602
27.79,1817,2111
1183.03,2496,3415
111.65,2,515
88.1,1296,1344
6.59,3138,149
176.05,95,3415
16.89,3406,2732
43.12,169,913
56.74,3248,367
77.14,2722,210
42.49,1240,1862
61.31,1833,318
149.28,3225,2750
39.96,3213,3009
28.45,1791,2842
1179.8506341424516,2,1455
30.85,337,66
32.77,1585,2494
2.54,2223,1662
16.22,2225,630
29.35,1374,3129
3.14,8,547
10.13,454,3475
320.71,1199,2738
17.72,758,3422
133.96,3594,3331
3.14,493,2450
38.39,2155,1029
46.18,3035,2544
22.12,525,3627
112.93,3502,790
2.74,1307,3623
7.98,167,1288
280.88,3599,1628
264.99,2790,898
26.76,920,1253
153.33,861,1136
2.58,1146,1416
13.83,1752,290
22.29,832,2758
308.27,256,1525
8.52,406,841
27.66,3569,2539
559.13,592,1212
53.56,1493,205
61.0,1765,26
3.71,307,103
60.83,2291,779
139.86,1910,2816
13.41,2707,249
11.3,915,3387
13.83,1366,292
45.39,574,657
12.16,138,2517
15.86,198,3015
166.29,2032,890
18.82,1362,354
24.81,3144,2743
83.04,2192,2134
10.33,1956,1427
33.91,2213,1966
107.09,1259,2166
74.82,475,607
4.78,233,676
22.9,1709,1602
270.95,2713,2288
37.01,2026,2842
126.05,3491,2489
29.75,2356,2255
11.67,868,3398
11.78,1171,3138
7135.66922659514,20,2280
5.02,157,2682
126.01,1910,675
29.68,3480,1760
52.74,2624,2189
8.64,998,2551
15.74,1520,2749
13.12,2478,183
132.99,2184,2309
10.7,1132,1278
482.21,3620,3114
2448.927927018446,27,2555
58.06,3587,140
171.31,1930,2305
110.52,3220,2940
18.09,370,208
26.13,1902,3017
15.51,1117,155
2.56,2124,2115
98.71,2222,63
26.2,54,13
1.17,867,3499
2.42,2436,52
9.33,2150,3161
611.06,3251,1215
179.06,959,1374
3.58,2899,1876
540.37,3425,1706
223.43,1376,1706
4.96,638,2945
70.3,3313,2048
34.68,3519,346
111.95,3199,2344
24.11,2302,1023
58.59,3,2083
20.44,1232,3299
4.38,2449,3548
40.57,2401,2066
7.48,2819,2863
5899.389721667514,8,1009
76.22,1568,1602
13.15,2984,3161
593.98,1211,2135
14.35,2925,3259
17.77,712,1835
114.64,1507,3157
27.5,1941,2313
2.84,615,3318
18.2,2574,310
16.42,87,3532
199.42,2572,163
32.88,112,3564
6.25,2614,544
86.23,1417,226
132.64,3515,1090
6.39,117,2095
153.97,3618,660
507.81,2904,288
2.24,2778,2948
4.29,362,2646
856.73,1341,327
20.16,3190,3605
2.74,2637,3638
35.79,2877,2860
14.63,2689,3050
8.96,2087,2985
586.86,1370,1735
1.67,922,3103
35.77,3402,1646
96.65,76,3229
8.01,3117,1718
27.67,1848,121
2.39,3270,499
21.59,1381,582
1.77,2886,654
3.21,157,3107
22.86,2273,745
1006.51,815,3035
9.84,3537,1609
74.06,75,2896
0.53,2304,1041
36.49,2678,2635
901.41,119,3559
51.41,932,1086
104.27,938,2078
7.34,2252,704
302.12,3073,1977
3.74,3198,2462
13.52,1211,1255
9.24,1960,2429
13.56,845,1332
47.75,3507,1348
733.1,708,1263
7.35,436,2629
191.41,1088,792
12.52,2795,651
2.67,1219,62
28.15,484,984
53.23,3316,1062
8.16,3412,1462
22.36,156,1120
14.66,423,1339
216.11,996,529
107.99,3053,2947
14.47,3070,2518
9.68,910,828
64.42,984,2523
247.54,941,1675
82.02,2688,3633
15.7,2536,616
47.4,124,1526
88.85,2385,2757
3.4,2674,210
10.28,3273,2337
26500.0,25,400
14.69,2681,1215
2.61,546,3239
155.06,218,626
78.31,2394,2009
71.83,3503,854
171.44,312,643
1363.11,168,465
15.92,566,1243
12.47,1440,474
5.6,681,784
1.7,1155,33
469.6,2841,2966
93.67,25,20
9.7,2606,2688
196.99,2207,59
93.6,1180,1853
12.72,1495,2282
286.98,2259,2833
146.53,1396,3107
7.73,1380,1907
3575.422195859109,10,1244
58.66,1479,1594
345.69,2352,402
12.99,3410,697
88.26,3619,225
153.26,2354,1604
71.86,1334,1941
183.42,2542,513
317.21,2796,3056
1064.32,806,2359
49.94,2626,3520
164.36,1511,3412
2639.7306455573585,27,2128
42.16365531772018,18,112
8.84,3090,1455
12.89,3446,231
3416.940041582774,10,3462
1.9,2921,2152
43.25,3196,2468
4.98,2733,407
18.97,2675,811
6.2,1396,2678
12.05,1734,1264
30.28,2499,1382
753.13,2347,677
57.57,693,2450
17.02,1774,1504
253.38,1818,1055
61.2,1554,1130
3.66,2575,170
6.66,1560,560
183.09,1260,3507
13.34,2192,2383
54.46,3413,1377
199.67,21,919
41.46,600,2483
193.34,257,2188
31.44,2294,1606
7394.97,2868,800
1155.48,1839,692
61.82,1173,3382
2.8,2056,3562
7.99,1023,931
13.22,3453,1754
494.0887768904347,12,1614
11.94,2849,3153
23.47,1126,712
120.63,103,1964
1.55,257,2766
33.6,910,1105
20.71,1933,2208
36.34,1375,1871
103.61,2156,8
4.78,72,339
11.1,3515,3113
8.41,1719,203
18.16,2424,475
14.24,2786,1088
10.43,1589,1403
2.17,254,362
10.4,2043,103
2.32,1460,1809
17.59,1382,2354
65.77,2110,59
20.56,2943,2563
10.22,633,1366
11.12,126,2290
163.2,649,1022
19.66,2827,2483
47.38,1225,2214
6.87,3079,1799
209.76,1539,705
114.95,4,2153
10.0,1021,891
19.46,3370,2482
820.3476332544315,24,1882
11.16,2402,3019
24.16,1805,345
181.58,587,2393
48.33,882,64
35.54,934,3636
18.68,2216,965
30.39,3148,92
3.25,2051,2134
85.28,301,42
15.88,225,3133
214.8275685878509,25,984
63.33,590,2617
157.02,3022,2283
39.66,2788,1458
771.08,1301,2478
785.65,2212,2565
51.96,2175,424
34.14,1867,3453
11.7,3332,2006
45.18,557,337
9.61,25,3479
9.47,1626,898
49.57,2367,323
68.98,569,3318
143.16,875,800
58.33,3431,486
4.18,680,1444
101.68,1901,3133
159.04,2742,2877
83.27,2261,2015
5.65,3157,2194
248.12,3578,587
5.26,460,1626
22.18,72,2668
23.88,2724,2768
93.51,769,2782
32.61,806,1716
27.95,2731,3559
120.67,2403,2451
6.83,886,703
2.47,743,2185
79.08,1641,2338
88.15,71,667
309.32,2087,995
12.05,3553,2552
2.44,2935,1711
24.55,1964,2810
21.56,2375,2229
20.35,735,2643
49.14,1837,831
18.94,2384,2631
26.5,2772,719
24.1,3481,2104
15.94,2015,2984
6.69,180,683
46.75,2611,1640
26.06,1434,2949
2.72,2922,2902
5.67,1781,2641
15.67,1313,3635
17.8,3401,2284
97.48,465,1345
0.78,1469,1914
210.7,422,3293
175.08,1476,3394
118.62,3343,2302
11.91,603,2018
383.79,885,1619
297.11,3152,2453
4.91,1511,273
754.82,1648,487
22.36,1015,1963
20.29,103,2652
99.85,3322,598
36.4,2467,665
1165.75,921,1505
8.68,2591,3282
7.74,3451,1622
407.47199100361047,2,450
48.37,1619,538
16.69,598,3374
6.88,820,1693
73.61,2346,267
47.67,403,2923
9.29,2558,883
14.95,1009,1729
58.15,3333,2555
57.33,181,1354
41.36,3557,808
258.27,1154,2557
19.51,2179,3406
22.34,75,1665
145.78,1409,2651
139.62,763,2215
1.78,1106,816
11.01,3471,1295
31.43,978,2859
554.67,1756,1453
29.02,1152,2671
26.44,2602,3136
81.55,2864,1477
4.26,1852,3594
2.39,283,1106
3.39,2918,346
21.73,1910,1829
17.55,3076,2537
4.55,723,3181
6.81,2944,1980
27.07,1347,2951
9.72,2267,2607
97.29118302090372,19,164
42.72,1113,1207
2.86,1326,181
99.31,1239,3354
20.95,2696,1752
14.92,2780,2344
11.04,150,1503
14.72,1946,1433
10.67,3585,55
2.09,2208,1801
64.3,1460,742
19.78,1630,739
132.32,1902,1347
186.59,1560,3084
123.36,2480,3022
200.18,539,2599
32.55,2464,122
81.19,174,2286
15.59,1847,1573
8.24,959,1686
154.86,1133,642
382.12,2600,2034
156.26,2027,3552
5.91,792,2942
21.91,2062,983
3.15,3214,3085
79.71,2770,1240
60.34,1543,851
71.64,2791,1231
66.27,2691,1725
52.55,1466,137
73.74,3117,1678
149.43,3047,1762
5.09,33,1219
12.41,626,3626
2.02,295,1654
1462.35,1038,2975
38.78,1577,222
36.51,7,1953
9.42,1042,3212
171.64,1714,703
51.47,1523,2440
1.09,2569,310
9.98,3449,1156
16.1,154,193
6.09,1805,2055
17.53,546,1985
6.57,3098,2277
39.16,1105,848
41.48,2452,887
72.84,258,2264
4.97,1096,156
12.14,464,36
10.55,3043,9
20.66,35,3215
16.5,1382,1861
19.88,2881,713
24.39,2650,234
516.08,3463,2352
176.41,1383,1210
17.95,3353,1763
40.58,3595,2692
11.12,854,3034
11.69,1806,2027
80.44,3494,3543
42.52,2915,3470
36.72,1268,1347
103.37,2746,488
2.03,2642,3560
81.25,3416,813
78.85,382,3426
14.9,3264,1267
10.11,582,1598
57.19,3209,1256
9.14,1438,1721
32.12,460,1097
128.06,1723,1394
38.25,2430,990
122.94,3644,1176
13.99,3199,227
21.67,3050,912
5.19,2835,1696
14.53,980,84
22.61,1715,2460
33.33,1095,2576
394.31,3040,1948
908.14,2416,3250
41.35,3263,1427
2.55,3440,157
165.83,3410,3506
12.72,962,1337
38.0,2019,3313
232.47,27,2330
197.07,1103,1431
6.29,525,1902
79.05,1432,3510
5.0,961,2408
32.04,565,849
107.97,2240,3371
58.42,2740,3150
33.86,2091,1373
40.05,1282,1875
26.72,3430,345
45.59,1179,3085
4.19,380,3047
16.56,446,502
98.35,576,2478
71.22,1379,93
30.22,895,1375
52.9,2963,3292
99.18,2541,2475
109.13,2343,2646
8.61,2585,2646
118.7,75,3278
55.94,1759,485
26.67,1420,2928
569.46,1678,1591
137.45,1156,2225
294.0,2322,1614
16.42,1406,1106
609.28,567,983
242.5,1641,1668
92.3,2408,387
9.81,1818,993
6.06,2281,511
20.79,2518,3532
2.59,1797,2939
28.43,846,2568
5.3,1101,269
1.41,1593,1342
13.9,2067,2747
107.51,613,2562
17.21,2646,500
865.57,2805,1205
4.06,466,1572
8.54,484,2003
101.32,3068,2158
25.26,2551,875
116.28,2125,2768
106.28,87,3232
30.09,803,2353
1120.16,2902,513
17.84,3044,8
5.23,3605,378
0.75,2847,1804
21.96,645,3585
24.53,2451,673
12.0,1600,2914
25.75,144,3229
40.92,1698,717
8.96,1291,3008
23.32,681,2804
103.07,1225,3254
116.24,1080,559
73.41,2301,1259
4.71,909,43
44.9,2800,1951
103.44,2924,2460
73.36,2874,1284
103.15,2508,2003
84.59,203,2325
2.19,3059,2148
104.42,16,3288
1298.43,747,2213
11.9,3032,2079
322.86,2149,2936
21.59,3048,1862
44.18,839,1274
9.48,1210,781
15.8,2198,1970
78.62,1661,3576
90.44,100,768
65.17,896,1691
14.86,1029,265
8.29,3360,3467
78.01,1034,215
134.22,1062,2458
8.01,1921,1182
16.67,2510,691
154.93,3169,1148
392.29,370,3514
14.04,2533,2485
5.2,2542,735
43.96,1936,163
62.29,2035,1755
458.09,3312,2206
133.12,483,682
107.89,3611,1393
29.59,3320,1062
3629.24,1359,2853
16.97,3575,1032
12.09,2243,994
92.05,2653,1378
62.34,3594,921
100.81,1947,2923
2.61,519,1045
314.87,959,1448
70.77,1287,773
10.04,1602,2688
31.58,920,1416
78.19,1841,843
166.52,3304,2591
12.33,1103,806
21.96,1552,1292
19.8,490,2563
60.68,1304,1909
29.51,2803,3074
54.03,1281,206
148.45,835,2346
69.14,316,1163
42.76,1827,837
17.58,3624,835
8.25,1415,3169
10.4,1640,3200
32.68,485,2861
76.75,2180,2968
31.36,818,3076
46.3,2706,1298
116.08,1983,11
19.07,2544,905
46.64,2830,1963
88.29,1712,292
5.22,1295,804
125.23,886,3068
111.31,3091,1790
766.11,2215,76
3.3,423,2229
15.99,696,1147
117.8,1703,818
33.74,52,1028
9.29,1495,1251
144.78,487,114
32.16,1455,837
90.3,572,79
52.2,567,1555
48.43,1410,1388
4.62,2854,3228
8.19,515,94
56.09,2091,3058
14.24,1608,1104
86.34,2156,3153
247.06,32,1008
30.18,2831,1687
11.6,3295,2956
32.42,3523,415
51.73,2622,2240
19.77,520,405
16.16,1801,928
5.49,238,2508
11.71,624,525
178.81,2093,1992
34.49,197,161
95.99,1761,451
20.39,3272,2314
5.52,829,2799
34.27,394,2856
44.24,2443,2337
17.51,2910,945
24.21,2234,2205
10.22,2012,2916
11.56,2242,1543
18.92,43,1291
106.96,2913,297
4.31,905,861
29.6,1847,2851
117.08814494482542,24,77
146.41,3234,702
10.4,2526,3188
8.88,3269,657
60.51,1730,1388
12.72,3030,1272
26.03,1778,2351
6.12,1080,1997
2.06,1981,2728
7.21,2910,332
26.29,1279,342
61.53,3553,1000
40.86,3300,2044
90.51,3369,1618
57.65,744,1355
565.64,2161,161
16.21,1094,3126
23.53,3310,195
13.21,867,3537
113.4,1981,2442
129.13,1927,2011
19.91,362,3555
150.09,3571,1941
50.31,1767,1218
180.79,285,2326
13.74,2802,1119
462.28,3223,1218
167.25,2768,2135
1.43,3086,2402
23.77,2357,934
1.58,1422,3446
182.01,869,1533
16.09,808,1430
8.96,949,1000
35.98,707,2213
116.31,684,3488
496.31,1587,727
43.14,2142,3019
165.55,2292,3057
491.3,3153,1355
3.1,692,1805
45.8,3061,1108
35.61,2385,3430
20.97,659,1923
0.78,928,2160
16.87,1769,698
40.71,91,3044
54.72,3611,3381
13.21,800,1822
16.02,3587,799
69.73,2384,1056
14.92,2735,829
34.28,1433,567
14.33,882,1491
1.61,1986,427
194.65,976,3393
143.63,1804,3191
61.52,1721,1146
11.62,1502,2199
16.15,2742,1971
29.11,68,372
23.1,3439,2111
12.41,340,1091
57.99,244,2527
222.54,2541,844
104.89,1966,375
59.44,3074,2502
34.76,2209,96
8.25,456,19
45.45,3492,228
9.54,449,3137
3.44,145,1666
20.5,3584,2953
18.0,3632,1210
54.84,1466,1448
33.77,3208,1842
121.62,1953,636
92.64,751,1142
301.86,2054,21
240.03,3390,1963
27.02,1966,772
6.72,966,1235
54.25,1011,423
7.2,849,2756
28.55,870,679
34.1,2357,3054
51.11,2722,2975
48.78,1840,2199
36.11,189,3177
6.76,2273,966
70.62,1497,1895
13.48,2644,2356
87.88,2411,1354
29.46,1310,1549
19.29,163,3365
40.32,513,3137
21.26,1283,3454
7.75,1728,1971
38.47,2479,2866
50.2,3442,1973
21.67,941,535
133.66,687,1684
37.42,2074,719
132.95,2226,661
47.83,33,564
218.66,3294,50
581.22,187,550
16.52,2929,760
34.01,3033,3630
63.83,526,1970
36.82,1261,2978
128.03108444370653,4,3049
8.43,3463,3117
3.74,2419,2611
54.6,2637,2108
729.45,3168,347
12.64,2721,597
1017.5337078601208,19,2231
15.57,1249,21
39.13,2043,2099
3.15,664,2909
341.37,179,967
10.27,2215,2844
989.8,1379,1230
35.68,778,1712
16.58,2249,479
141.38,1440,1858
34.69,2497,885
6.38,31,2029
21.04,842,1412
29.37,2196,528
42.82,3617,1250
78.16,1541,2481
4.47,2581,1485
44.04,395,1146
82.73,2653,3219
9.98,548,1305
53.42,899,3141
294.66,780,2735
445.89,1670,3133
47.91,1769,2293
193.12,1542,977
130.43,1587,2857
19.54,3248,298
104.37,2814,3337
10.51,313,3449
111.39,365,1964
27.33,3182,3087
26.15,1258,915
240.5,1919,2339
5.82,3496,2830
20.68,1058,1336
1836.0972940958104,21,65
313.46032752816376,12,1284
21.17,2107,2906
45.04,3649,1920
24.97,2727,2680
80.96,2019,3413
308.09,2758,1076
21.7,894,3494
572.07,3153,833
95.9,1697,2062
3.83,2472,1485
36.3,843,3025
13.46,2647,1066
44.8,3068,2415
4.67,2550,3548
32.39,982,1711
107.86,3216,935
36.34,400,1767
38.6,1034,387
14.56,1458,2694
5.98,1392,245
17.86,1988,139
27.81,327,1147
28.67,390,1877
85.19,2401,2310
19.5,478,377
45.45,2750,3386
18.84,291,846
48.98,1615,1661
602.46,3362,1454
122.14,2984,206
57.52,1923,1314
176.95,2934,3202
182.83,533,3097
49.39,3006,2111
4.25,46,1549
90.96,749,678
33.0,2854,1856
43.78,1281,950
40.44,1238,3029
3.69,2471,1134
15.49,473,2546
56.56,2631,1130
5.66,2676,3211
141.25,1451,1063
27.27,1182,519
118.78,3461,3464
166.65,2866,1446
22.94,367,2869
58.2,405,781
7.19,1665,1280
22.54,1949,1274
132.74,2969,2480
30.53,1567,345
23.1,2345,2433
12.39,109,2715
70.21,2144,3041
1.35,1516,3526
65.64,1827,3570
135.5,2269,1428
16.07,2309,3612
22.22,170,3055
117.81,650,2613
3.02,3088,579
3.34,3470,3290
278.17,917,2755
229.65,576,2495
51.01,612,2498
5.82,1485,3190
50.75,303,2139
132.37,1365,711
4.48,325,1705
1080.59,2212,2159
63.46,589,1443
8.12,3333,678
424.42,1500,1285
1.69,1306,3461
33.14,2325,851
1.7,2399,2218
22.64,1112,3495
124.31,3630,601
30.79,227,2494
3.14,3184,3117
243.0959791152187,27,697
28.55,3260,2303
95.44,1475,2672
6.84,171,2891
275.48,3480,2847
17.37,2756,2571
133.72,3405,3343
19.4,6,918
4.23,1606,2780
31.76,1899,1748
173.29,942,692
20.34,1156,3188
29.34,152,2987
363.68,1947,1
30.53,2737,1379
96.44,2023,2188
69.05,2349,1751
59.31,1857,2891
152.18,3440,296
22.23,1468,2771
55.59,631,1497
2.54,307,520
16.79,688,3342
18.88,820,1564
56.93,729,1486
9.44,2401,680
97.69,3398,1293
13.95,3298,1004
44.89,1662,2517
25.7,2732,2386
18.09,2149,1927
15.9,367,2928
10.17,1688,1633
14.96,823,175
70.54,708,431
9.94,2177,2431
1.59,414,2758
1.52,2983,2548
5.23,2735,476
71.46,827,2511
45.67,1525,156
2.44,1222,2699
432.02,629,464
46.69,2711,1450
69.69,3086,520
26.29,451,2571
172.02,1848,1055
6.2,3116,731
106.41,1945,1267
92.14,3446,1714
21.34,2316,2378
137.18,335,2679
68.83,329,2297
0.34,2536,2588
36.51,2470,2199
113.3,3180,2969
46.43,3378,1926
13.22,2050,520
18.55,3394,1643
2.79,2678,3006
33.75,217,1741
16.54,1720,2487
13.68,1346,1935
21.36,1346,2287
16.33,2703,168
55.67,3022,1618
40.5,1140,2231
7.32,531,368
260.43,773,772
5.82,3143,3543
4.33,3599,2912
162.05,3210,2912
59.06,2214,2324
11.01,2530,1294
359.82,1635,3168
1.21,1293,2420
177.14,586,2416
16.38,481,2140
20.79,111,869
1.59,1953,3527
57.58,3363,1414
140.93,2564,1288
382.87,2155,367
16.83,251,3577
6.61,668,875
4.45,1921,978
241.39121640153752,8,683
53.6,1316,2081
7.23,3052,141
59.25,2739,747
5.12,1212,1463
624.88,1250,1070
7.93,804,745
77.02,3142,1445
11.63,677,2790
37.79,2370,833
6.19,749,2912
1.64,1881,1545
44.02,717,2597
2.5,3347,2005
20.09,1680,982
135.81,2686,3208
7.64,1431,2437
45.29,852,950
388.24,1344,2047
16.53,291,2176
18.7,2957,671
93.25,3057,2140
4318.69,1797,2535
96.48,1180,2770
6.78,741,31
8.9,2263,3232
73.81,1849,2179
16.76,8,978
16.35,1594,215
24.82,1738,3367
2.75,991,348
476.21,909,1125
4.65,1472,1954
57.58,1451,568
10.71,2310,494
75.6,1409,1553
4.12,1637,1954
212.93,843,3034
117.99,851,3342
1000.9494056676604,21,1925
5.99,2281,1100
131.58,2101,649
77.32,417,2981
602.71,666,1041
12.43,3576,1144
5.39,3419,1189
1.78,2104,1038
17.56,3325,758
911.85,2634,1732
22.46,1295,1564
21.73,2827,2756
1216.4,1852,469
95.41,2967,217
148.96,1006,335
164.07,3031,2168
32.3,294,1599
71.47,360,2109
4.76,1303,1398
82.9,3288,2080
6.78,222,3406
48.59,2169,232
7.42,1283,2068
55.59,1782,1871
6.68,1981,1593
4.55,1162,1534
79.87,2770,1799
0.91,3253,405
53.45,358,561
98.89,391,1900
27.65,1423,1740
63.15,373,403
146.2,3314,961
50.68,61,3237
49.04,3406,2508
12.63,2169,2556
25.21,2625,3522
33.05,2655,3270
353.75,1981,3109
81.18,3192,3443
64.2,3582,2361
614.17,3159,2837
12.0,2257,1898
80.21,1732,3534
13.31,1262,2535
36.02,3547,1634
10.18,2173,2116
165.01,588,1115
9.47,3172,2364
38.15,2652,1357
64.16,1642,144
19.89,2891,1774
14.24,3079,50
63.9,228,1935
112.01,1821,2649
657.36,2683,2654
30.52,2286,2601
114.38,2045,1003
171.42,599,3530
143.51,2028,1711
44.88,2253,1614
77.92,1554,2165
127.28,2247,2502
104.9,466,1020
277.47,2390,3158
61.48,2859,456
21.33,3275,1040
24.67,48,2071
87.31,2554,2826
3.75,2460,2987
1.55,2219,171
38.9,1684,39
153.94,889,1226
0.3,27,1723
36.0,1084,2866
128.3,52,1679
214.37,2646,652
202.81,1924,3256
368.87,3554,2583
26.91,1765,3497
612.4747798205535,11,51
10.52,2597,3051
25.2,775,3331
25.96,3534,2447
73.4,1032,600
38.81,852,2638
3.26,2063,3317
50.09,4,214
19.29,3170,358
27.66,2359,1565
74.61,20,2654
17.35,3084,3371
459.04,343,1597
25.99,1236,2122
2.76,1078,57
52.67,3245,2661
58.65,3152,704
20.12,3140,450
12.67,1879,3405
15.81,3561,1964
3.56,361,1782
57.7,1222,583
359.01,1336,1496
95.72,1958,218
46.92,1748,20
59.94,2564,184
51.59,140,2299
10.21,2037,2345
18.17,14,1198
112.26,129,3014
4.88,3277,3164
60.05,2458,3364
434.53,2867,2792
24.42,1137,236
132.49,1511,3201
189.1,614,2050
667.7,2762,2049
2.57,3195,312
5.14,766,1566
457.64,2222,3008
15.78,3106,1302
17.06,1948,2644
10.53,2009,1688
51.14,3418,2813
86.85,558,590
1.27,809,552
47.08,3167,1284
1.88,823,2014
65.89,1459,3607
971.48,419,913
189.55,1798,302
2.99,3246,1449
49.74,1906,2863
30.99,2573,921
9.31,1403,3350
4.19,663,1595
88.5,2623,1943
344.85,1694,258
310.92,3165,3448
655.15,3456,2676
34.35,2896,1945
21.51,2173,2790
1648.68,62,3145
9.15,12,2628
5.21,884,3234
8.22,1737,2630
5.84,1420,3348
3.68,2667,2723
24.11,695,222
33.64,2942,1225
42.5,388,713
